id,title,year
0,INTERPOL3D – Sistema de animação por interpolação de formas de objetos descritos por Superfícies Bézier ,1991
1,"SA3D, um sistema de animação 3D para ambientes computacionais de recursos limitados ",1991
2,Ferramenta CAD para projetos de sistemas de irrigação (Irrigraphos) ,1991
3,Um sistema de segmentação e classificação de imagens de satélite ,1991
4,SPRING: geoprocessamento orientado a objetos ,1991
5,MicroMAGICS 2.0: imagens e gráficas em meteorologia ,1991
6,Estudo da proliferação celular por análise morfológica de imagens ,1991
7,Tomographic reconstruction of images with Poisson projection estimation ,1991
8,Análise de Imagens para aplicações em medicina legal ,1991
9,Um ambiente gráfico para a visualização de imagens tomográficas obtidas por ressonância magnética ,1991
10,Um modelo 3D para dados de terreno ,1991
11,Criação e manutenção de subdivisões planares ,1991
12,Modelagem de objetos por superfícies paramétricas – uma implementação ,1991
13,Aproximação linear por partes de variedades implicitamente definidas usando poda do espaço ,1991
14,Um editor gráfico inteligente ,1991
15,Arquitetura multiprocessadora para processamento de imagem explorando processadores digitais de sinais ,1991
16,Processamento de imagens em máquinas baseadas à transputer ,1991
17,Faster pixel bit mask generation exploiting point-to-point coherence of scanlines ,1991
18,Um sistema de processamento de imagens de radar de abertura sintética (SAR) Aero-transportado ,1991
19,Aplicação do método do diferencial paramétrico ao cálculo de fatores de forma difusos ,1991
20,Computador e Arte ,1991
21,"BEZIER4D – Ambiente para modelagem, visualização e animação tridimensional ",1991
22,O método radiosidade em um ambiente de síntese de imagens foto-realísticas ,1991
23,Pyramid-based dithering ,1991
