id,title,year
0,Refinamento progressivo da cena com traçado de raios distribuído ,1996
1,Um algoritmo rápido para iluminação volumétrica ,1996
2,Visualização volumétrica em um ambiente de computação distribuída ,1996
3,Um sistema para visualização holográfica ,1996
4,Um algoritmo geométrico para geração de funções discriminantes ,1996
5,An automatic method based on image processing for measurement of drop size distribution from agricultural sprinklers ,1996
6,Neural-based color image segmentation and classification using self-organizing maps ,1996
7,Estruturas piramidais irregulares difusas em segmentação de imagens ,1996
8,Tools for meteorological data visualization ,1996
9,Um ambiente distribuído de visualização com suporte para geometria projetiva orientada ,1996
10,Visualizing quantitative aspects of communicative and commercial interaction ,1996
11,Um novo paradigma para modelagem e simulação interativa visual ,1996
12,Natural photometric stereo? ,1996
13,Utilização de bordas para redução do erro em shape from shading ,1996
14,3D recognition by parts: a complete solution using parameterized volumetric models ,1996
15,Visualização e acompanhamento automático de sistemas de nuvens ,1996
16,Optimal adaptive polygonal approximation of parametric surfaces ,1996
17,Metamorfose de modelos poliedrais utilizando campos vetoriais em tetraedrações ,1996
18,Approximate arc length parametrization ,1996
19,Caminhando sobre uma interseção de superfícies com passos circulares ,1996
20,Classificação de pertinência dos pontos em objetos da NM-classe ,1996
21,Manipulating facial appearance through age parameters ,1996
22,Segmentação através da deformação elástica de dados volumétricos: aplicações na medicina ,1996
23,Obtenção da transformação de corpo rígido em registro de imagens com deformação usando thin plate splines ,1996
24,Automatic detection of the craniometric points for craniofacial identification ,1996
25,The use of MAP estimation techniques in the tomographic reconstruction of Poisson noise corrupted images ,1996
26,Tetra-cubes: an algorithm to generate 3D isosurfaces based upon tetrahedra ,1996
27,Volume contouring of generic unstructured meshes ,1996
28,HPS-tree: um método de acesso para armazenar mapas longos com multi-resolução geométrica e topológica ,1996
29,Uma metodologia para posicionamento de prédios em terrenos acidentados ,1996
30,A mathematical morphology approach to the characterization of astronomical objects ,1996
31,Drainage network extraction from a SAREX'92 RADAR image ,1996
32,Segmentação de imagens de cartas náuticas por morfologia matemática ,1996
33,The size-intensity diagram: a gray-scale granulometric analysis tool ,1996
34,Dynamic animation of elastic bodies ,1996
35,Behavioral animation in the Windows environment ,1996
36,An architecture for concurrent reactive agents in real-time animation ,1996
37,Editor gráfico para estrutura e sincronismo de documentos multimídia ,1996
38,Uma metodologia de projeto e implementação de operadores para processamento digital de imagens em tempo real usando field programmable gate arrays ,1996
39,Wavelets polinomiais: uma família de funções splines para aplicações em processamento de sinais e imagens ,1996
40,Image effects using contractive mappings ,1996
41,Multiresolution representation and reconstruction of adaptively sampled images ,1996
42,Simulação de movimentos em 3D de corpos submetidos a campos de força não lineares ,1996
43,RendHand: sistema de simulação e visualização dos movimentos da mão ,1996
44,Animações complexas em tempo real utilizando movimentos capturados ,1996
45,Geração auto-adaptativa de malhas com sistemas de partículas ,1996
46,Modelagem de terreno com triangulação CFK adaptativa ,1996
47,Sistema interativo para projeto geométrico de vias sobre modelo digital de terreno ,1996
48,Visualização interativa tridimensional de modelos de terreno com textura ,1996
49,Cenário virtual e composição de imagens ,1996
50,3D Viewer: um visualizador 3D utilizando OpenGL e TcL/Tk ,1996
51,Uma estratégia para aquisição automática de modelos 3D ,1996
52,Inspeção visual automática por cor: indexação por histogramas para soluções em tempo real ,1996
53,Análise de rugosidade de fungos através de dimensão fractal ,1996
54,Assessing the fractal dimension and the normalized multiscale bending energy for applications in neuromorphometry ,1996
55,Segmentation of ceramical micrographies by flooding simulation: a catchment basins merging algorithm ,1996
56,Image classification using mathematical morphology ,1996
57,Interpolação de imagens tomográficas através de Matching usando triangulação de Delaunay ,1996
58,Desenvolvimento de um instrumento para medida da topografia da Córnea ,1996
59,Reconhecimento de Caracteres alfanuméricos para identificação de placas de veículos ,1996
60,Reconstrução de objetos fragmentados ,1996
61,A vertex detection algorithm for VLSI implementation ,1996
62,Subsistema de exibição de imagens matriciais com desacoplamento de resolução ,1996
63,ASIC Reconstrutor de imagens em tempo real ,1996
