id,id_paper,reference
0,2,"T. R. Malthus, An Essay on the Principle of Population.., 1872."
1,2,"P. B. Hazell, The Asian green revolution, Intl Food Policy Res Inst, vol. 911, 2009."
2,2,"B. Farmer, ""Perspectives on the ‘green revolution’in south asia"", Modern Asian Studies, vol. 20, no. 1, pp. 175-199, 1986."
3,2,"D. Jenkins and B. Vasigh, The economic impact of unmanned aircraft systems integration in the United States, Association for Unmanned Vehicle Systems International (AUVSI), 2013."
4,2,"A. McBratney, B. Whelan, T. Ancev and J. Bouma, ""Future directions of precision agriculture"", Precision agriculture, vol. 6, no. 1, pp. 7-23, 2005."
5,2,"A. Milella, G. Reina and M. Nielsen, ""A multi-sensor robotic platform for ground mapping and estimation beyond the visible spectrum"", Precision agriculture, vol. 20, no. 2, pp. 423-444, 2019."
6,2,"T. M. Blackmer and J. S. Schepers, ""Aerial photography to detect nitrogen stress in corn"", Journal of Plant Physiology, vol. 148, no. 3-4, pp. 440-444, 1996."
7,2,"S. Sankaran, L. R. Khot, C. Z. Espinoza, S. Jarolmasjed, V. R. Sathuvalli, G. J. Vandemark, P. N. Miklas, A. H. Carter, M. O. Pumphrey, N. R. Knowles et al., ""Low-altitude high-resolution aerial imaging systems for row and field crop phenotyping: A review"", European Journal of Agronomy, vol. 70, pp. 112-123, 2015."
8,2,"T. Kataoka, T. Kaneko, H. Okamoto and S. Hata, ""Crop growth estimation system using machine vision"", Proceedings 2003 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM 2003), vol. 2, pp. b1079-b1083, 2003."
9,2,"J. D. Dias Junior et al., ""Uav-multispectral sensed data band co-registration framework"", 2020."
10,2,"O. Ronneberger, P. Fischer and T. Brox, ""U-net: Convolutional networks for biomedical image segmentation"", International Conference on Medical image computing and computer-assisted intervention, pp. 234-241, 2015."
