id,id_paper,keyword
0,4,Cameras
1,4,Three dimensional displays
2,4,Optimization
3,4,Vectors
4,4,Computational modeling
5,4,Jacobian matrices
6,4,Calibration
7,4,Geometric Features
8,4,Optimization Method
9,4,Cultural Heritage
10,4,Local Minima
11,4,Smooth Function
12,4,3D Scanning
13,4,3D Surface
14,4,Sequential Manner
15,4,High-resolution Photographs
16,4,Texture Model
17,4,Objective Function
18,4,Point Cloud
19,4,Surface Model
20,4,Human-computer Interaction
21,4,Focal Length
22,4,Taylor Series
23,4,Parallel Lines
24,4,Target Image
25,4,Image Distortion
26,4,3D Coordinates
27,4,Outer Contour
28,4,Distance Map
29,4,Camera Coordinate
30,4,Regeneration Buffer
31,4,Translation Vector
32,4,Camera Position
33,4,Color Information
34,4,Examples Of Situations
35,4,texture-to-geometry registration
36,4,3D virtual replica
37,4,high-resolution texture mapping
38,4,least-squares minimization
39,5,Lighting
40,5,Animation
41,5,Vectors
42,5,Interpolation
43,5,Image color analysis
44,5,Three dimensional displays
45,5,Rendering (computer graphics)
46,5,Consecutive Frames
47,5,Topological Information
48,5,Anthropomorphic Features
49,5,Normal Map
50,5,Normal Vector
51,5,Normal Operation
52,5,Topological Structure
53,5,Left Leg
54,5,Color Information
55,5,Set Of Curves
56,5,Tangent Vector
57,5,Skeletonization
58,5,Closed Curve
59,5,Color Processing
60,5,Neighborhood Function
61,5,Occluded Regions
62,5,Adjacency Graph
63,5,8-connected
64,5,2D drawing
65,5,region-tree
66,5,illumination
67,5,colorization
68,5,animation
69,6,Silicon
70,6,Equations
71,6,Vectors
72,6,Mathematical model
73,6,Rendering (computer graphics)
74,6,Adaptation models
75,6,Surface treatment
76,6,Sharp Edges
77,6,Concavity
78,6,Preprocessing Phase
79,6,Centroid
80,6,Unit Vector
81,6,Points In Space
82,6,Normal Vector
83,6,Set Of Elements
84,6,Line Segment
85,6,Boolean Operators
86,6,Dot Product
87,6,3D Scanning
88,6,3D Point
89,6,Objective Space
90,6,Intersection Of Line
91,6,Intersection Area
