id,id_paper,reference
0,4,"J. Kato, T. Watanabe, S. Joga, J. Rittscher and A. Blake, ""An HMM-based segmentation method for traffic monitoring movies"", Transactions on Pattern Analysis and Machine Intelligence, vol. 24, no. 9, pp. 1291-1296, 2002."
1,4,"J. Zhou and J. Hoang, ""Real time robust human detection and tracking system"", Computer Society Conference on Computer Vision and Pattern Recognition, pp. 149-149, 2005."
2,4,"S. Ji, W. Xu, M. Yang and K. Yu, ""3D convolutional neural networks for human action recognition"", Transactions on Pattern Analysis and Machine Intelligence, vol. 35, no. 1, pp. 221-231, 2012."
3,4,"S. Brutzer, B. Höferlin and G. Heidemann, ""Evaluation of background subtraction techniques for video surveillance"", Conference on Computer Vision and Pattern Recognition, pp. 1937-1944, 2011."
4,4,"V. Chandola, A. Banerjee and V. Kumar, ""Anomaly detection: A survey"", Computing Surveys, vol. 41, no. 3, pp. 15, 2009."
5,4,"D. Sakkos, H. Liu, J. Han and L. Shao, ""End-to-end video background subtraction with 3d convolutional neural networks"", Multimedia Tools and Applications, vol. 77, no. 17, pp. 23 023-23 041, 2018."
6,4,"M. Braham and M. Van, ""Deep background subtraction with scene-specific convolutional neural networks"", International Conference on Systems Signals and Image Processing, pp. 1-4, 2016."
7,4,"A. Lanza and L. di Stefano, ""Statistical change detection by the pool adjacent violators algorithm"", Transactions on Pattern Analysis and Machine Intelligence, vol. 33, no. 9, pp. 1894-1910, 2011."
8,4,"S. Varadarajan, P. Miller and H. Zhou, ""Spatial mixture of gaussians for dynamic background modelling"", International Conference on Advanced Video and Signal Based Surveillance, pp. 63-68, 2013."
9,4,"J. D. Pulgarin-Giraldo, A. Alvarez-Meza, D. Insuasti-Ceballos, T. Bouw-Mans and G. Castellanos-Dominguez, ""GMM background modeling using divergence-based weight updating"" in Iberoamerican Congress on Pattern Recognition, Springer, pp. 282-290, 2016."
10,4,"T. Bouwmans, ""Background subtraction for visual surveillance: A fuzzy approach"", Handbook on soft computing for video surveillance, vol. 5, pp. 103-138, 2012."
11,4,"D. Farcas, C. Marghes and T. Bouwmans, ""Background subtraction via incremental maximum margin criterion: a discriminative subspace approach"", Machine Vision and Applications, vol. 23, no. 6, pp. 1083-1101, 2012."
12,4,"S. Javed, T. Bouwmans and S. K. Jung, ""Combining ARF and OR-PCA for robust background subtraction of noisy videos"", International Conference on Image Analysis and Processing, pp. 340-351, 2015."
13,4,"J. A. Ramirez-Quintana and M. I. Chacon-Murguia, ""Self-adaptive SOM-CNN neural system for dynamic object detection in normal and complex scenarios"", Pattern Recognition, vol. 48, no. 4, pp. 1137-1149, 2015."
14,4,"A. Schofield, P. Mehta and T. J. Stonham, ""A system for counting people in video images using neural networks to identify the background scene"", Pattern Recognition, vol. 29, no. 8, pp. 1421-1428, 1996."
15,4,"K. Simonyan and A. Zisserman, Very deep convolutional networks for large-scale image recognition, 2014."
16,4,"Y. Wang, Z. Luo and P.-M. Jodoin, ""Interactive deep learning method for segmenting moving objects"", Pattern Recognition Letters, vol. 96, pp. 66-75, 2017."
17,4,"L. A. Lim and H. Y. Keles, ""Foreground segmentation using convolutional neural networks for multiscale feature encoding"", Pattern Recognition Letters, vol. 112, pp. 256-262, 2018."
18,4,"K. Zhang, W. Zuo, Y. Chen, D. Meng and L. Zhang, ""Beyond a gaussian denoiser: Residual learning of deep CNN for image denoising"", Transactions on Image Processing, vol. 26, no. 7, pp. 3142-3155, 2017."
19,4,"K. He, X. Zhang, S. Ren and J. Sun, ""Deep residual learning for image recognition"", Conference on Computer vision and Pattern Recognition, pp. 770-778, 2016."
20,4,"J. Pang, W. Sun, J. S. Ren, C. Yang and Q. Yan, ""Cascade residual learning: A two-stage convolutional neural network for stereo matching"", International Conference on Computer Vision, pp. 887-895, 2017."
21,4,"K. Zhang, W. Zuo and L. Zhang, ""FFDNet: Toward a fast and flexible solution for CNN-based image denoising"", Transactions on Image Processing, vol. 27, no. 9, pp. 4608-4622, 2018."
22,4,"A. Bevilacqua, L. di Stefano and A. Lanza, ""A simple self-calibration method to infer a non-parametric model of the imaging system noise"", Workshops on Applications of Computer Vision, vol. 1, pp. 229-234, 2005."
23,4,"S. Ioffe and C. Szegedy, Batch normalization: Accelerating deep network training by reducing internal covariate shift, 2015."
24,4,"Changedetection.net (CDNET), [online] Available: http://changedetection.net."
25,4,"Petrobras, [online] Available: http://www.petrobras.com.br/en."
26,4,"Foreground segmentation network version 2, [online] Available: https://github.com/lim-anggun/FgSegNet_v2."
27,4,"D. P. Kingma and J. Ba, Adam: A method for stochastic optimization, 2014."
28,4,"M. Babaee, D. T. Dinh and G. Rigoll, ""A deep convolutional neural network for video sequence background subtraction"", Pattern Recognition, vol. 76, pp. 635-649, 2018."
29,4,"P.-L. St-Charles, G.-A. Bilodeau and R. Bergevin, ""Subsense: A universal change detection method with local adaptive sensitivity"", Transactions on Image Processing, vol. 24, no. 1, pp. 359-373, 2014."
30,4,"J. Kato, T. Watanabe, S. Joga, J. Rittscher and A. Blake, ""An HMM-based segmentation method for traffic monitoring movies"", Transactions on Pattern Analysis and Machine Intelligence, vol. 24, no. 9, pp. 1291-1296, 2002."
