id,id_paper,keyword
0,4,Magnetic Resonance Imaging
1,4,Skull Stripping
2,4,3T Magnetic Resonance Imaging
3,4,Inhomogeneity Correction
4,4,Morphological Operations
5,4,Medical Image Analysis
6,4,Bias Field
7,4,Effect Of Inhomogeneity
8,4,Bias Field Correction
9,4,Default Parameters
10,4,Cerebrospinal Fluid
11,4,White Matter
12,4,Gray Matter
13,4,Current Image
14,4,Synthetic Images
15,4,Squared Euclidean Distance
16,4,FMRIB Software Library
17,4,Brain Extraction Tool
18,4,Mean Euclidean Distance
19,4,Morphological Dilation
20,4,Segmentation
21,4,Brain Magnetic Resonance Imaging
22,4,Inhomogeneity/Bias Correction
23,4,Standardization
24,4,Skull Stripping
25,5,Motion detection
26,5,X-ray imaging
27,5,Noise measurement
28,5,Image sequences
29,5,Signal to noise ratio
30,5,Silicon
31,5,Denoising
32,5,Motion Detection
33,5,Motion Detection Algorithm
34,5,Signal-to-noise
35,5,Filtering Process
36,5,Fluoroscopy
37,5,Spatial Filter
38,5,Consecutive Frames
39,5,Temporal Filtering
40,5,Pixel Classification
41,5,Amount Of Movement
42,5,Filtering Results
43,5,Quantization Noise
44,5,Static Background
45,5,Gray Intensity
46,5,Medical Imaging
47,5,Image Intensity
48,5,Grayscale Images
49,5,Value Of Image
50,5,Filtering Method
51,5,Current Frame
52,5,Application Of Filter
53,5,White Pixels
54,5,Image Frames
55,5,Object Location
56,5,Detection Volume
57,5,Main Vein
58,5,Black Pixels
59,5,Relative Gain
60,5,motion detection
61,5,spatial filtering
62,5,temporal filtering
63,5,hybrid filtering
64,5,digital imaging
65,5,X-ray
66,6,Wiener filters
67,6,Computed tomography
68,6,Phantoms
69,6,Image reconstruction
70,6,Noise
71,6,Noise measurement
72,6,Computed Tomography Images
73,6,Local Mean
74,6,Local Approach
75,6,Wiener Filter
76,6,Denoising
77,6,Radiation Dose
78,6,Data Acquisition Process
79,6,Gaussian Noise
80,6,Additive Noise
81,6,Level Of Information
82,6,Local Method
83,6,Peak Signal-to-noise Ratio
84,6,Convex Set
85,6,Fisher Information
86,6,Central Limit Theorem
87,6,Central Pixel
88,6,Markov Random Field
89,6,Contextual Approach
90,6,Noisy Images
91,6,Central Patch
92,6,Filtered Back Projection
93,6,Gaussian Markov Random Field
94,6,Autocorrelation Matrix
95,6,Neighborhood System
96,6,Noise Contrast
97,6,Patch Shape
98,6,Search Window
99,6,Mean Filter
100,6,Homogeneous Areas
101,6,Fast Fourier Transform
102,6,Wiener Filter
103,6,Fisher Information
104,6,Markov Random Fields
105,6,Non Local Means Approach
106,6,Image Denoising
107,6,Computed Tomography
108,7,Image segmentation
109,7,Communities
110,7,Complex networks
111,7,Computational efficiency
112,7,Partitioning algorithms
113,7,Image edge detection
114,7,Convergence
115,7,Complex Network
116,7,Image Segmentation
117,7,Large Image
118,7,Processing Time
119,7,Data Clustering
120,7,Synthetic Images
121,7,Segmentation Approach
122,7,Community Identity
123,7,Graph-based Methods
124,7,Graph Partitioning
125,7,Complex Network Theory
126,7,High Processing Time
127,7,Computational Cost
128,7,Changes In Parameters
129,7,Grayscale
130,7,Image Pixels
131,7,Modularity
132,7,Image Object
133,7,Color Images
134,7,Weight Function
135,7,Label Propagation Algorithm
136,7,Label Propagation
137,7,Community Detection
138,7,Low Computational Cost
139,7,Community Networks
140,7,Major Labels
141,7,Fast Algorithm
142,7,Edge Weights
143,7,Convex Constraints
144,7,Graph Generation
145,7,Image segmentation
146,7,complex networks
147,7,super pixels
148,8,Image color analysis
149,8,Gray-scale
150,8,Visualization
151,8,Aerospace electronics
152,8,Feature extraction
153,8,Color
154,8,Robustness
155,8,Multidimensional Projection
156,8,Feature Space
157,8,Color Images
158,8,Grayscale Images
159,8,Color Pattern
160,8,Interactive Tool
161,8,Image Texture
162,8,Visual Space
163,8,User Intervention
164,8,Use In Projects
165,8,Pixel Clusters
166,8,Computation Time
167,8,Control Points
168,8,Two-dimensional Space
169,8,Neighboring Pixels
170,8,Neighborhood Structure
171,8,Scribble
172,8,Pixel Color
173,8,Feature Extraction Step
174,8,Color Processing
175,8,Intuitive Manner
176,8,Texture Regions
177,8,image colorization
178,8,image processing
