id,id_paper,reference
0,3,"S.G. Chang and M. Vetterli. Spatial adaptive wavelet thresholding for image denoising. In Proc. 1997 International Conference on Image Processing (ICIP97), pages 374-377, 1997."
1,3,"S. G. Chang, B. Yu, and M. Vetterli. Spatially adaptive wavelet thresholding with context modeling for image denoising. IEEE Transactions on Image Processing, 9(9):1522-1531, September 2000."
2,3,"D. L. Donoho. Nonlinear wavelet methods for recovery of signals, densities and spectra from indirect and noisy data. In I. Daubechies, editor, Proc. Symposium on Applied Mathematics, volume 47, pages 173-205, Providence, RI, 1993."
3,3,"D. L. Donoho. Wavelet shrinkage and w.v.d.: A 10-minute tour. Progress in Wavelet Analysis and Applications, 1993."
4,3,"M. A. T. Figueiredo and R. D. Nowak. Wavelet-based image estimation: An empirical bayes approach using jeffreys noninformative prior. 10(9):1322-1331, September 2001."
5,3,"P. Heinlein, J. Drexl, and W. Schneider. Integrated wavelets for enhancement of microcalfications in digital mammography. IEEE Transactions on Medical Imaging, 22(3):402-413, March 2003."
6,3,"A. Laine, J. Fan, and W. Yang. Wavelets for contrast enhancement of digital mammography. IEEE Engineering in Medicine and Biology, 14(5):536-550, September / October 1995."
7,3,"A. Laine, S. Schuler, J. Fan, and W. Huda. Mammographic feature enhancement by multiscale analysis. IEEE Transactions on Medical Imaging, 13(4):725-740, December 1994."
8,3,"M. Malfait and D. Roose. Wavelet based image denoising using a Markov Random Field a priori model. IEEE Transactions on Image Processing, 6(4):549-565, 1997."
9,3,"S. G. Mallat. A theory for multiresolution signal decomposition: The wavelet representation. IEEE Transactions on Pattern Analysis and Machine Intelligence, 11(7):674-693, 1989."
10,3,"S. G. Mallat and S. Zhong. Characterization of signals from multiscale edges. IEEE Transactions on Pattern Analysis and Machine Intelligence, 14(7):710-732, 1992."
11,3,"M. K. Mihçak, I. Kozintsev, K. Ramchandram, and P. Moulin. Low-complexity image denoising based on statistical modeling of wavelet coefficients. IEEE Signal Processing Letters, 6(12):300-303, December 1999."
12,3,"J. Portilla and E. P. Simoncelli. Image denoising via adjustment of wavelet coefficient magnitude correlation. In Proc. 7th International Conference on Image Processing, volume 3, pages 277-280, Vancouver, BC, Canada, September 2000."
13,3,"E. P. Simoncelli and E. Adelson. Noise removal via bayesian wavelet coring. In Proc. IEEE International Conference on Image Processing, pages 279-382, Lausanne, Switzerland, September 1996."
14,3,"V. Strela, J. Portilla, and E. P. Simoncelli. Image denoising via a local gaussian scale mixture model in the wavelet domain. In Proc. SPIE 45th Annual Meeting, San Diego, CA, August 2000."
15,3,"Y. Xu, J. B. Weaver, D. M. Healy, and J. Lu. Wavelet transform domain filters: A spatially selective noise filtration technique. IEEE Transactions on Image Processing, 3(6):747-758, 1994."
16,3,"H. Yoshida, W. Zhang, W. Cai, K. Doi, R. M. Nishikawa, and M. L. Giger. Optimizing wavelet transform based on supervised learning for detection of microcalcifications in digital mammograms. In Proc. IEEE International Conference on Image Processing, pages 152-155, Lausanne, Switzerland, September 1996."
17,3,"S.G. Chang and M. Vetterli. Spatial adaptive wavelet thresholding for image denoising. In Proc. 1997 International Conference on Image Processing (ICIP97), pages 374-377, 1997."
18,3,"S. G. Chang, B. Yu, and M. Vetterli. Spatially adaptive wavelet thresholding with context modeling for image denoising. IEEE Transactions on Image Processing, 9(9):1522-1531, September 2000."
19,3,"D. L. Donoho. Nonlinear wavelet methods for recovery of signals, densities and spectra from indirect and noisy data. In I. Daubechies, editor, Proc. Symposium on Applied Mathematics, volume 47, pages 173-205, Providence, RI, 1993."
20,3,"D. L. Donoho. Wavelet shrinkage and w.v.d.: A 10-minute tour. Progress in Wavelet Analysis and Applications, 1993."
21,3,"M. A. T. Figueiredo and R. D. Nowak. Wavelet-based image estimation: An empirical bayes approach using jeffreys noninformative prior. 10(9):1322-1331, September 2001."
22,3,"P. Heinlein, J. Drexl, and W. Schneider. Integrated wavelets for enhancement of microcalfications in digital mammography. IEEE Transactions on Medical Imaging, 22(3):402-413, March 2003."
23,3,"A. Laine, J. Fan, and W. Yang. Wavelets for contrast enhancement of digital mammography. IEEE Engineering in Medicine and Biology, 14(5):536-550, September / October 1995."
24,3,"A. Laine, S. Schuler, J. Fan, and W. Huda. Mammographic feature enhancement by multiscale analysis. IEEE Transactions on Medical Imaging, 13(4):725-740, December 1994."
25,3,"M. Malfait and D. Roose. Wavelet based image denoising using a Markov Random Field a priori model. IEEE Transactions on Image Processing, 6(4):549-565, 1997."
26,3,"S. G. Mallat. A theory for multiresolution signal decomposition: The wavelet representation. IEEE Transactions on Pattern Analysis and Machine Intelligence, 11(7):674-693, 1989."
27,3,"S. G. Mallat and S. Zhong. Characterization of signals from multiscale edges. IEEE Transactions on Pattern Analysis and Machine Intelligence, 14(7):710-732, 1992."
28,3,"M. K. Mihçak, I. Kozintsev, K. Ramchandram, and P. Moulin. Low-complexity image denoising based on statistical modeling of wavelet coefficients. IEEE Signal Processing Letters, 6(12):300-303, December 1999."
29,3,"J. Portilla and E. P. Simoncelli. Image denoising via adjustment of wavelet coefficient magnitude correlation. In Proc. 7th International Conference on Image Processing, volume 3, pages 277-280, Vancouver, BC, Canada, September 2000."
30,3,"E. P. Simoncelli and E. Adelson. Noise removal via bayesian wavelet coring. In Proc. IEEE International Conference on Image Processing, pages 279-382, Lausanne, Switzerland, September 1996."
31,3,"V. Strela, J. Portilla, and E. P. Simoncelli. Image denoising via a local gaussian scale mixture model in the wavelet domain. In Proc. SPIE 45th Annual Meeting, San Diego, CA, August 2000."
32,3,"Y. Xu, J. B. Weaver, D. M. Healy, and J. Lu. Wavelet transform domain filters: A spatially selective noise filtration technique. IEEE Transactions on Image Processing, 3(6):747-758, 1994."
