id,id_paper,reference
0,4,"B. Hutchinson and M. Mitchell, ""50 years of test (un)fairness: Lessons for machine learning"", FAT* ‘19: Conference on Fairness Accountability and Transparency, 2019."
1,4,"Z. Liu, P. Luo, X. Wang and X. Tang, ""Deep learning face attributes in the wild"", Proceedings of International Conference on Computer Vision (ICCV), December 2015."
2,4,"H. J. Ryu, M. Mitchell and H. Adam, ""Inclusivefacenet: Improving face attribute detection with race and gender diversity"", Workshop on Fairness Accountability and Transparency in Machine Learning (FAT/ML), 2018."
3,4,"A. Singh and T. Joachims, ""Fairness of exposure in rankings"", Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery Data Mining, pp. 2219-2228, 2018."
4,4,"V. U. Prabhu and A. Birhane, ""Large image datasets: A pyrrhic win for computer vision?"", 2020."
5,4,"M. K. Scheuerman, J. M. Paul and J. R. Brubaker, ""How computers see gender: An evaluation of gender classification in commercial facial analysis services"", Proceedings of the ACM on Human-Computer Interaction, vol. 3, no. CSCW, pp. 1-33, 2019."
6,4,"J. Zeng, S. Shan and X. Chen, ""Facial expression recognition with inconsistently annotated datasets"", Proceedings of the European conference on computer vision (ECCV), pp. 222-237, 2018."
7,4,"C. Schumann, S. Ricco, U. Prabhu, V. Ferrari and C. Pantofaru, ""A step toward more inclusive people annotations for fairness"", 2021."
8,4,"M. Jeng, ""A selected history of expectation bias in physics"", American Journal of Physics, vol. 74, no. 7, pp. 578-583, 2006."
9,4,"H. Suresh and J. V. Guttag, ""A framework for understanding sources of harm throughout the machine learning life cycle"", 2019."
10,4,"S. Menon, A. Damian, S. Hu, N. Ravi and C. Rudin, ""PULSE: self-supervised photo upsampling via latent space exploration of generative models"", Computer Vision and Pattern Recognition (CVPR), 2020."
11,4,"Y. Wang and M. Kosinski, ""Deep neural networks are more accurate than humans at detecting sexual orientation from facial images"", Journal of Personality and Social Psychology, vol. 114, no. 2, pp. 246-257, 2018."
12,4,"N. M. Kinyanjui, T. Odonga, C. Cintas, N. C. Codella, R. Panda, P. Sattigeri, et al., ""Fairness of classifiers across skin tones in dermatology"", International Conference on Medical Image Computing and Computer-Assisted Intervention, pp. 320-329, 2020."
13,4,"W. Dieterich, C. Mendoza and T. Brennan, Compas risk scales: Demonstrating accuracy equity and predictive parity, Northpointe Inc, 2016."
14,4,"J. Buolamwini and T. Gebru, ""Gender shades: Intersectional accuracy disparities in commercial gender classification"", Proceedings of the 1st Conference on Fairness Accountability and Transparency ser. Proceedings of Machine Learning Research, vol. 81, pp. 77-91, 23–24 Feb 2018, [online] Available: http://proceedings.mlr.press/v81/buolamwini18a.html."
15,4,"M. Gohara, ""Skin cancer: an african perspective"", British Journal of Dermatology, vol. 173, pp. 17-21, 2015."
16,4,"R. Gao and C. Shah, ""Toward creating a fairer ranking in search engine results"", Information Processing Management, vol. 57, no. 1, pp. 102138, 2020."
17,4,"M. Kay, C. Matuszek and S. A. Munson, ""Unequal representation and gender stereotypes in image search results for occupations"", Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems, pp. 3819-3828, 2015."
18,4,"J. Otterbacher, J. Bates and P. Clough, ""Competent men and warm women: Gender stereotypes and backlash in image search results"", Proceedings of the 2017 chi conference on human factors in computing systems, pp. 6620-6631, 2017."
19,4,"B. Cowgill, F. Dell’Acqua, S. Deng, D. Hsu, N. Verma and A. Chaintreau, ""Biased programmers? or biased data? a field experiment in operationalizing ai ethics"", ACM Conference on Economics and Computation, 2020."
20,4,"D. M. Iraola and A. J. Yepes, ""Single versus multiple annotation for named entity recognition of mutations"", 2021."
21,4,"J. Irvin, P. Rajpurkar, M. Ko, Y. Yu, S. Ciurea-Ilcus, C. Chute, H. Marklund, B. Haghgoo, R. Ball, K. Shpanskaya et al., ""Chexpert: A large chest radiograph dataset with uncertainty labels and expert comparison"", Proceedings of the AAAI conference on artificial intelligence, vol. 33, no. 01, pp. 590-597, 2019."
22,4,"T. Gebru, J. Morgenstern, B. Vecchione, J. W. Vaughan, H. M. Wallach, H. D., et al., ""Datasheets for datasets"", CoRR, vol. abs/1803.09010, 2018, [online] Available: http://arxiv.org/abs/1803.09010."
23,4,"N. Mehrabi, F. Morstatter, N. Saxena, K. Lerman and A. Galstyan, ""A survey on bias and fairness in machine learning"", CoRR, vol. abs/1908.09635, 2019, [online] Available: http://arxiv.org/abs/1908.09635."
24,4,"S. Barocas, M. Hardt and A. Narayanan, ""Fairness and Machine Learning"", fairmlbook.org, 2019."
25,4,"S. Barocas, A. Guo, E. Kamar, J. Krones, M. R. Morris, J. W. Vaughan, et al., ""Designing disaggregated evaluations of AI systems: Choices considerations and tradeoffs"", CoRR, vol. abs/2103.06076, 2021, [online] Available: https://arxiv.org/abs/2103.06076."
26,4,"S. Verma and J. Rubin, ""Fairness definitions explained"", ACM/IEEE International Workshop on Software Fairness, 2018."
27,4,"S. Caton and C. Haas, ""Fairness in machine learning: A survey"", 2020."
28,4,"M. Du, F. Yang, N. Zou and X. Hu, ""Fairness in deep learning: A computational perspective"", 2020."
29,4,"P. Garg, J. Villasenor and V. Foggo, ""Fairness metrics: A comparative analysis"", 2020."
30,5,"Y. Bengio, A. Courville and P. Vincent, ""Representation learning: A review and new perspectives"", IEEE transactions on pattern analysis and machine intelligence, vol. 35, no. 8, pp. 1798-1828, 2013."
31,5,"A. Arpteg, B. Brinne, L. Crnkovic-Friis and J. Bosch, ""Software engineering challenges of deep learning"", 2018 44th Euromicro Conference on Software Engineering and Advanced Applications (SEAA), pp. 50-59, 2018."
32,5,"D. M. Dimiduk, E. A. Holm and S. R. Niezgoda, ""Perspectives on the impact of machine learning deep learning and artificial intelligence on materials processes and structures engineering"", Integrating Materials and Manufacturing Innovation, vol. 7, no. 3, pp. 157-172, 2018."
