id,id_paper,keyword
0,2,Image edge detection
1,2,Layout
2,2,Cameras
3,2,Lighting
4,2,Light sources
5,2,Shape
6,2,Geometry
7,2,Computer vision
8,2,Tracking
9,2,Image reconstruction
10,3,Image reconstruction
11,3,Layout
12,3,Surface reconstruction
13,3,Data mining
14,3,Shape
15,3,Photography
16,3,Cameras
17,3,Topology
18,3,Testing
19,3,Application software
20,4,Application software
21,4,Image reconstruction
22,4,Information geometry
23,4,Computer vision
24,4,Mathematics
25,4,Computer applications
26,4,Numerical stability
27,4,Surface reconstruction
28,4,Robustness
29,4,Solid modeling
30,4,Affine Differential Geometry
31,4,Affine Curvature
32,4,Affine Length
33,4,Curve Reconstruction.
34,5,Geometry
35,5,Ray tracing
36,5,Surface fitting
37,5,Three-dimensional displays
38,5,Context modeling
39,5,Approximation methods
40,6,Image analysis
41,6,Algorithm design and analysis
42,6,Image segmentation
43,6,Pixel
44,6,Image processing
45,6,Licenses
46,6,Image databases
47,6,Leak detection
48,6,Tree graphs
49,6,Robustness
50,7,Image segmentation
51,7,Light sources
52,7,Lighting
53,7,Layout
54,7,Image analysis
55,7,Cameras
56,7,Ice
57,7,Object detection
58,7,Pixel
59,7,Probability distribution
60,8,Image segmentation
61,8,Robustness
62,8,Optimization methods
63,8,Fuzzy set theory
64,8,Image processing
65,8,Image analysis
66,8,Filtering theory
67,8,Floods
68,8,Surface morphology
69,8,Surface topography
70,9,Image segmentation
71,9,Mesh generation
72,9,Pixel
73,9,Solid modeling
74,9,Biomedical imaging
75,9,Information geometry
76,9,Image generation
77,9,Stochastic processes
78,9,Remote sensing
79,9,Computed tomography
80,10,Shape
81,10,Painting
82,10,Topology
83,10,Pipelines
84,10,Facial animation
85,10,Inverse problems
86,10,Interpolation
87,10,Image analysis
88,10,Performance analysis
89,10,Computer graphics
90,11,Animation
91,11,Viscosity
92,11,Equations
93,11,Inorganic materials
94,11,Plastics
95,11,Polymers
96,11,Temperature dependence
97,11,Lagrangian functions
98,11,Hydrodynamics
99,11,Numerical stability
100,12,Object detection
101,12,Phase detection
102,12,Detection algorithms
103,12,Usability
104,12,Scalability
105,12,Algorithm design and analysis
106,12,Force measurement
107,12,Buildings
108,12,Virtual environment
109,12,Performance analysis
110,13,Layout
111,13,Deformable models
112,13,Testing
113,13,Object detection
114,13,Software libraries
115,13,Virtual reality
116,13,Hardware
117,13,Application software
118,13,Solid modeling
119,13,Computational modeling
120,14,Biomedical imaging
121,14,Image analysis
122,14,Testing
123,14,Image edge detection
124,14,Probability
125,14,Graph theory
126,14,Error correction
127,14,Medical tests
128,14,Eigenvalues and eigenfunctions
129,14,Morphology
130,15,Data mining
131,15,Biomedical imaging
132,15,Image analysis
133,15,Image segmentation
134,15,Statistical analysis
135,15,Anatomical structure
136,15,Shape
137,15,Performance analysis
138,15,Performance evaluation
139,15,Medical tests
140,16,Entropy
141,16,Breast cancer
142,16,Ultrasonic imaging
143,16,Image segmentation
144,16,Proposals
145,16,Protocols
146,16,Statistics
147,16,Biomedical imaging
148,16,Medical diagnostic imaging
149,16,Level set
150,17,Interpolation
151,17,Computed tomography
152,17,Visualization
153,17,Biomedical imaging
154,17,Image restoration
155,17,Image analysis
156,17,Transportation
157,17,Medical diagnostic imaging
158,17,Partial differential equations
159,17,Image reconstruction
160,18,Rendering (computer graphics)
161,18,Hardware
162,18,Bandwidth
163,18,Throughput
164,18,Computer graphics
165,18,Ray tracing
166,18,Scalability
167,18,Solid modeling
168,18,Process design
169,18,Image converters
170,19,Transfer functions
171,19,Hardware
172,19,Rendering (computer graphics)
173,19,Projection algorithms
174,19,Computer graphics
175,19,Nonlinear optics
176,19,Optical attenuators
177,19,Linear approximation
178,19,Software algorithms
179,19,Biomedical imaging
180,20,Layout
181,20,Light sources
182,20,Rendering (computer graphics)
183,20,Computer graphics
184,20,Runtime
185,20,Hardware
186,20,Image coding
187,20,Shadow mapping
188,20,Filtering
189,20,Statistics
190,21,Iterative algorithms
191,21,Polynomials
192,21,Convergence
193,21,Computational geometry
194,21,Face detection
195,21,Bioinformatics
196,21,Approximation algorithms
197,21,Pattern recognition
198,21,Support vector machines
199,21,Support vector machine classification
200,22,Tracking
201,22,Cameras
202,22,Light sources
203,22,Light emitting diodes
204,22,Head
205,22,Optical reflection
206,22,Prototypes
207,22,Application software
208,22,Calibration
209,22,Geometry
210,23,Cameras
211,23,Magnetic heads
212,23,Wearable sensors
213,23,Keyboards
214,23,Shape
215,23,Focusing
