id,id_paper,keyword
0,2,Rendering (computer graphics)
1,2,Fabrics
2,2,Metals
3,2,Surface texture
4,2,Image color analysis
5,2,Geometry
6,2,Solids
7,2,Texture Map
8,2,Ambient Occlusion
9,2,Multiple Scales
10,2,Detailed Surface
11,2,Combined Representation
12,2,Bottom Row
13,2,Fine Details
14,2,Depth Map
15,2,Color Map
16,2,Solid Angle
17,2,Circle Area
18,2,Fabric Texture
19,2,Color Texture
20,2,Normal Map
21,2,Displacement Maps
22,2,Depth Scale
23,2,Meta-relief mapping
24,2,Multiscale surface details
25,2,Real-time rendering
26,2,Texture-space ambient occlusion
27,3,Path planning
28,3,Collision avoidance
29,3,Navigation
30,3,Computational efficiency
31,3,Graphics processing units
32,3,Distortion
33,3,Real-time systems
34,3,Arbitrary Surface
35,3,Distortion
36,3,Computational Cost
37,3,Parallelization
38,3,Path Planning
39,3,Pathfinding
40,3,Geodesic Distance
41,3,Non-planar Surfaces
42,3,Field Of View
43,3,Use Of Techniques
44,3,Shortest Path
45,3,3D Surface
46,3,Number Of Agents
47,3,Efficient Implementation
48,3,Orthogonal Projection
49,3,3D Mesh
50,3,Distance Map
51,3,Optimal Path
52,3,Obstacle Avoidance
53,3,Position Of Agent
54,3,Center Of The Triangle
55,3,Parallel Implementation
56,3,Dijkstra’s Algorithm
57,3,Movement Of Agents
58,3,Planar Regions
59,3,path planning
60,3,agents
61,3,computer graphics
62,4,Rendering (computer graphics)
63,4,Accuracy
64,4,Iterative methods
65,4,Transfer functions
66,4,Graphics processing units
67,4,Integral equations
68,4,Computational modeling
69,4,Volume Rendering
70,4,Adaptive Numerical Integration
71,4,Step Size
72,4,GPU Implementation
73,4,Riemann Sum
74,4,Uniform Step
75,4,Evaluation Of Function
76,4,Numerical Methods
77,4,Transfer Function
78,4,Adaptive Method
79,4,Adaptive Algorithm
80,4,Integration Method
81,4,Final Image
82,4,Integral Value
83,4,Distance Sampling
84,4,Subintervals
85,4,Configuration Parameters
86,4,Error Tolerance
87,4,Adaptive Procedure
88,4,Numerical Errors
89,4,Adaptive Sampling
90,4,Adaptive Rule
91,4,Coupling Strategy
92,4,Scalar Value
93,4,Adaptive Step Size
94,4,Numerical Integration Method
95,4,Adaptive Approach
96,4,volume rendering
97,4,adaptive integration
98,4,error control
99,4,Simpson's rule
100,5,Three-dimensional displays
101,5,Solid modeling
102,5,Computational modeling
103,5,Computers
104,5,Design automation
105,5,Iterative closest point algorithm
106,5,Reverse engineering
107,5,Physical Modification
108,5,Computational Model
109,5,Design Process
110,5,3D Printing
111,5,3D Scanning
112,5,3D Modeling Software
113,5,3D Computational Model
114,5,Virtually
115,5,Point Cloud
116,5,Pair Of Points
117,5,3D Mesh
118,5,Reverse Engineering
119,5,Goal Of Experiment
120,5,Performed Principal Component Analysis
121,5,CAD Model
122,5,Mesh Model
123,5,Cylindrical Surface
124,5,Surface Patches
125,5,Rigid Registration
126,5,Iterative Closest Point
127,5,3D Registration
128,5,3D CAD Models
129,5,Laser Pointer
130,5,Iterative Closest Point Algorithm
131,5,Original Mesh
132,5,Fine Registration
133,5,Non-rigid Registration
134,5,Triangular Mesh
135,5,Random Sampling
136,5,Specific Distance
137,5,3D registration
138,5,3D reverse engineering
139,5,3D modeling
140,5,tangible interface
141,5,human-computer interaction
142,6,Lighting
143,6,Measurement
144,6,Photonics
145,6,Rendering (computer graphics)
146,6,Image color analysis
147,6,Light sources
148,6,Estimation
149,6,Perception Of Quality
150,6,Quality Metrics
151,6,Light Conditions
152,6,Convergence Rate
153,6,General Case
154,6,Density Estimation
155,6,Reference Image
156,6,Illumination Conditions
157,6,Density Estimation Method
158,6,Strong Illumination
159,6,Root Mean Square Error
160,6,Light Source
161,6,Intersection Point
162,6,Constant Factor
163,6,Light Environment
164,6,Two-stage Method
165,6,Color Channels
166,6,Direct Light
167,6,PhD Thesis
168,6,Objects In The Scene
169,6,Indirect Light
170,6,Comparison Of Metrics
171,6,Low Dynamic Range
172,6,Glossy Surface
173,6,Simple Objects
174,6,Structural Similarity Index
175,6,Worth Mention
176,6,Ray Tracing
177,6,Direct Illumination
178,6,Unbiased Method
179,6,Global illumination
180,6,Image synthesis
181,6,Image quality metrics
182,6,Perceptual quality
183,6,Ray tracing
184,7,Visualization
185,7,Measurement
186,7,Feature extraction
187,7,Clustering methods
188,7,Image color analysis
189,7,Clustering algorithms
190,7,Support vector machines
191,7,Least-squares
192,7,Partial Least Squares
193,7,Partial Least
194,7,High Purity
195,7,Clustering Method
196,7,Images In Set
197,7,Group Of Images
198,7,Low Purity
199,7,Low Redundancy
200,7,Visual Concepts
201,7,Video Summarization
202,7,Similarity Measure
203,7,Clustering Algorithm
204,7,Precision And Recall
205,7,Texture Features
206,7,Similarity Matrix
207,7,Video Frames
208,7,Natural World
209,7,Discovery Set
210,7,Distance Metrics
211,7,HSV Color
212,7,Merging Step
213,7,Discrete Cosine Transform
214,7,Attitude Matrix
215,7,Color Histogram
216,7,Channel Pairs
217,7,Digital Image Correlation
218,7,Agglomerative Clustering
219,7,Feature Extraction Process
220,7,Delaunay Triangulation
221,7,Image Clustering
222,7,Partial Least Squares
223,7,Video Summarization
224,7,Shot Sampling
225,8,Feature extraction
226,8,Visualization
227,8,Vocabulary
228,8,Training
229,8,Databases
230,8,Support vector machines
231,8,Histograms
232,8,Image Classification
233,8,Bag Of Features
234,8,Computational Cost
235,8,Running Time
236,8,Local Features
237,8,Hierarchical Model
238,8,Recognition Rate
239,8,Amount Of Features
240,8,Local Feature Extraction
241,8,Response Time
242,8,Support Vector Machine
243,8,Graphics Processing Unit
244,8,Training Images
245,8,Radial Basis Function
246,8,Regular Grid
247,8,Best Response
248,8,Image Representation
249,8,Bag-of-words
250,8,Vocabulary Size
251,8,Intra-class Variance
252,8,Scale-invariant Feature Transform
253,8,Vocabulary Words
254,8,Occurrence Of Words
255,8,Scene Classification
256,8,White Striping
257,8,Gabor Filters
258,8,Small Advantage
259,8,Image classification
260,8,bag-of-features
261,8,HMAX
