id,id_paper,reference
0,0,"M. Mori, K. F. MacDorman and N. Kageki, ""The uncanny valley [from the field]"", IEEE Robotics & automation magazine, vol. 19, no. 2, pp. 98-100, 2012."
1,0,"E. Zell, K. Zibrek and R. McDonnell, ""Perception of virtual characters"", ACM SIGGRAPH 2019 Courses. SIGGRAPH, pp. 1-17, 2019."
2,0,"V. Araujo, B. Dalmoro and S. R. Musse, ""Analysis of charisma comfort and realism in cg characters from a gender perspective"", The Visual Computer, pp. 1-14, 2021."
3,0,"A. Saneyoshi, M. Okubo, H. Suzuki, T. Oyama and B. Laeng, ""The other-race effect in the uncanny valley"", International Journal of Human-Computer Studies, pp. 102871, 2022."
4,0,"R. Brown, ""The social identity approach: Appraising the tajfellian legacy"", British Journal of Social Psychology, vol. 59, no. 1, pp. 5-25, 2020."
5,0,"H. A. Elfenbein and N. Ambady, ""Is there an in-group advantage in emotion recognition?"", Psychological Bulletin, 2002."
6,0,"E. G. Krumhuber, A. Swiderska, E. Tsankova, S. V. Kamble and A. Kappas, ""Real or artificial? intergroup biases in mind perception in a cross-cultural perspective"", PLoS One, vol. 10, no. 9, pp. e0137840, 2015."
7,0,"B. S. Hasler, B. Spanlang and M. Slater, ""Virtual race transformation reverses racial in-group bias"", PloS one, vol. 12, no. 4, pp. e0174965, 2017."
8,0,"T. Kim, H. Rushmeier, J. Dorsey, D. Nowrouzezahrai, R. Syed, W. Jarosz, et al., ""Countering racial bias in computer graphics research"", arXiv preprint, 2021."
9,0,"K. F. MacDorman and D. Chattopadhyay, ""Reducing consistency in human realism increases the uncanny valley effect; increasing category uncertainty does not"", Cognition, vol. 146, pp. 190-205, 2016."
10,0,"K. F. MacDorman, R. D. Green, C.-C. Ho and C. T. Koch, ""Too real for comfort? uncanny responses to computer generated faces"", Computers in human behavior, vol. 25, no. 3, pp. 695-710, 2009."
11,0,"L. M. Flach, R. H. de Moura, S. R. Musse, V. Dill, M. S. Pinho and C. Lykawka, ""Evaluation of the uncanny valley in cg characters"", Proceedings of the Brazilian Symposium on Computer Games and Digital Entertainmen (SBGames)(Brasillia), pp. 108-116, 2012."
12,0,"V. Araujo, J. Melgare, B. Dalmoro and S. R. Musse, ""Is the perceived comfort with cg characters increasing with their novelty"", IEEE Computer Graphics and Applications, 2021."
13,0,"M. G. Beaupre and U. Hess, ""Cross-cultural emotion recognition among canadian ethnic groups"", Journal of cross-cultural psychology, vol. 36, no. 3, pp. 355-370, 2005."
14,0,"B. Balas and C. A. Nelson, ""The role of face shape and pigmentation in other-race face perception: An electrophysiological study"", Neuropsy-chologia, vol. 48, no. 2, pp. 498-506, 2010."
15,0,"S.-M. Kang and A. S. Lau, ""Revisiting the out-group advantage in emotion recognition in a multicultural society: Further evidence for the in-group advantage"", Emotion, vol. 13, no. 2, pp. 203, 2013."
16,0,"E. Hehman, E. W. Mania and S. L. Gaertner, ""Where the division lies: Common ingroup identity moderates the cross-race facial-recognition effect"", Journal of Experimental Social Psychology, vol. 46, no. 2, pp. 445-448, 2010."
17,0,"R. L. Bedder, D. Bush, D. Banakou, T. Peck, M. Slater and N. Burgess, ""A mechanistic account of bodily resonance and implicit bias"", Cognition, vol. 184, pp. 1-10, 2019."
18,0,"D. Banakou, P. D. Hanumanthu and M. Slater, ""Virtual embodiment of white people in a black virtual body leads to a sustained reduction in their implicit racial bias"", Frontiers in human neuroscience, pp. 601, 2016."
19,0,"J. Katsyri, K. Forger, M. Makarainen and T. Takala, ""A review of empirical evidence on different uncanny valley hypotheses: support for perceptual mismatch as one road to the valley of eeriness"", Frontiers in psychology, vol. 6, pp. 390, 2015."
20,0,"L. F. E. Gomes, ""Ser pardo: o limbo identitario-racial brasileiro e a reivindicacao da identidade"", Cadernos de genero e dive rsidade, vol. 5, no. 1, pp. 66-78, 2019."
21,0,"N. S. Kteily and A. P. Landry, ""Dehumanization: trends insights and challenges"", Trends in cognitive sciences, 2022."
22,0,"M. Mori, K. F. MacDorman and N. Kageki, ""The uncanny valley [from the field]"", IEEE Robotics & automation magazine, vol. 19, no. 2, pp. 98-100, 2012."
23,0,"E. Zell, K. Zibrek and R. McDonnell, ""Perception of virtual characters"", ACM SIGGRAPH 2019 Courses. SIGGRAPH, pp. 1-17, 2019."
24,0,"V. Araujo, B. Dalmoro and S. R. Musse, ""Analysis of charisma comfort and realism in cg characters from a gender perspective"", The Visual Computer, pp. 1-14, 2021."
25,0,"A. Saneyoshi, M. Okubo, H. Suzuki, T. Oyama and B. Laeng, ""The other-race effect in the uncanny valley"", International Journal of Human-Computer Studies, pp. 102871, 2022."
26,0,"R. Brown, ""The social identity approach: Appraising the tajfellian legacy"", British Journal of Social Psychology, vol. 59, no. 1, pp. 5-25, 2020."
27,0,"H. A. Elfenbein and N. Ambady, ""Is there an in-group advantage in emotion recognition?"", Psychological Bulletin, 2002."
28,0,"E. G. Krumhuber, A. Swiderska, E. Tsankova, S. V. Kamble and A. Kappas, ""Real or artificial? intergroup biases in mind perception in a cross-cultural perspective"", PLoS One, vol. 10, no. 9, pp. e0137840, 2015."
29,0,"B. S. Hasler, B. Spanlang and M. Slater, ""Virtual race transformation reverses racial in-group bias"", PloS one, vol. 12, no. 4, pp. e0174965, 2017."
30,0,"T. Kim, H. Rushmeier, J. Dorsey, D. Nowrouzezahrai, R. Syed, W. Jarosz, et al., ""Countering racial bias in computer graphics research"", arXiv preprint, 2021."
31,0,"K. F. MacDorman and D. Chattopadhyay, ""Reducing consistency in human realism increases the uncanny valley effect; increasing category uncertainty does not"", Cognition, vol. 146, pp. 190-205, 2016."
32,0,"K. F. MacDorman, R. D. Green, C.-C. Ho and C. T. Koch, ""Too real for comfort? uncanny responses to computer generated faces"", Computers in human behavior, vol. 25, no. 3, pp. 695-710, 2009."
33,0,"L. M. Flach, R. H. de Moura, S. R. Musse, V. Dill, M. S. Pinho and C. Lykawka, ""Evaluation of the uncanny valley in cg characters"", Proceedings of the Brazilian Symposium on Computer Games and Digital Entertainmen (SBGames)(Brasillia), pp. 108-116, 2012."
34,0,"V. Araujo, J. Melgare, B. Dalmoro and S. R. Musse, ""Is the perceived comfort with cg characters increasing with their novelty"", IEEE Computer Graphics and Applications, 2021."
35,0,"M. G. Beaupre and U. Hess, ""Cross-cultural emotion recognition among canadian ethnic groups"", Journal of cross-cultural psychology, vol. 36, no. 3, pp. 355-370, 2005."
36,0,"B. Balas and C. A. Nelson, ""The role of face shape and pigmentation in other-race face perception: An electrophysiological study"", Neuropsy-chologia, vol. 48, no. 2, pp. 498-506, 2010."
37,0,"S.-M. Kang and A. S. Lau, ""Revisiting the out-group advantage in emotion recognition in a multicultural society: Further evidence for the in-group advantage"", Emotion, vol. 13, no. 2, pp. 203, 2013."
38,0,"E. Hehman, E. W. Mania and S. L. Gaertner, ""Where the division lies: Common ingroup identity moderates the cross-race facial-recognition effect"", Journal of Experimental Social Psychology, vol. 46, no. 2, pp. 445-448, 2010."
