id,title,year
0,Space filling curve dither with adaptive clustering ,1992
1,Um algoritmo hibrido de radiosidade e ray-tracing para a geração de imagem realísticas ,1992
2,Image Metamorphosis ,1992
3,Modelos de cor: Espectral ou RGB ,1992
4,Codificação de imagens em sub-bandas com quantização vetorial inter-bandas particionada ,1992
5,Função espalhamento pontual em imagens de um radar de abertura sintética (SAR) ,1992
6,Novos métodos de reconstrução de imagens tomográficas com ruído Poisson por pré-processamento das projeções ,1992
7,Realce de Imagens através de hiperbolização quadrática do histograma ,1992
8,Segmentação Binária de Imagens SAR pelo algoritmo ICM ,1992
9,Physically-based sampling of implicit objects ,1992
10,Translation and rotation invariant algebraic curve and surface fitting ,1992
11,Cognição e percepção 3D em modeladores de sólidos ,1992
12,Criação e manutenção de subdivisões espaciais ,1992
13,Modelagem baseada em sistemas físicos: pesquisa de vizinhança em Octrees para implementação do método multipólos rápido ,1992
14,Visualização de volumes aplicada à área médica ,1992
15,Hologramas gerados por computador aplicados à visualização tridimensional em Computação Gráfica ,1992
16,Implementação de um algoritmo vetorizado para a geração de superfícies tridimensionais ,1992
17,Avaliação da precisão no processo de reconstrução 3D a partir de seções seriadas ,1992
18,Dispositivos interativos: Uma classificação independente de aplicação ,1992
19,Geração de interfaces para captura de dados sobre desenhos ,1992
20,A programming model for user interface compositions ,1992
21,Guaiá: um mouse com três graus de liberdade ,1992
22,Implementação de um método Bayesiano contextual multi-espectral viabilizado para classificação de imagens de sensoriamento remoto ,1992
23,Reconhecimento de mapas de Isovalores digitalizados via scanners ,1992
24,Modelagem de Terrenos por superfícies triangulares de Bezier ,1992
25,Geração de contornos a partir de conjuntos de pontos no plano ,1992
26,SPRING: processamento de imagens e dados georeferenciados ,1992
27,KIKO – Sistema de Animação para Representação de Movimento Humano ,1992
28,PREVIEW – Ferramenta para Animação e Integração de Sistemas ,1992
29,ANIMAKER – Sistema de Animação Modelada ,1992
30,TOOKIMA: animação cinemática ,1992
31,PixelWare: um sistema de processamento digital de imagens ,1992
32,Um novo algoritmo paralelo de afinamento ,1992
33,Um sistema de reconhecimento ótico de caracteres usando características topológicas e algoritmo de aprendizado por máquina ,1992
34,"Reconhecimento de caracteres com variações de escala, rotação e translação ",1992
35,Controle de um foco de atenção móvel utilizando Subsumption Architectures ,1992
36,Caracterização digital da estrutura de grão pelo Método de Saltykov ,1992
37,Reconhecimento de Objetos Bidimensionais usando modelos poligonais ,1992
38,Finite elements applied to image synthesis and the simulation of natural environments: summary of a research project ,1992
39,LIBTEX – A software toolkit for texture synthesis in Computer-Generated Images ,1992
40,Determinação automática de escalas em gráficos ,1992
41,Applying image analysis techniques to optimize the production of cork stoppers ,1992
42,ACHILLES: Sistema de Visualização do Caminhar de Deficientes Físicos ,1992
43,Sistema protótipo para imagens angiográficas ,1992
44,CAGID: classificação automática em grupo de impressões digitais ,1992
45,Avaliação do desempenho de um procedimento de extração de atributos texturais baseado em Análise de Fourier ,1992
46,Registro espacial de imagens parcialmente sobrepostas: registros local e global ,1992
47,Algoritmo para localização de uma imagem código ,1992
48,Experimentos em imagens médicas ,1992
49,Uma ferramenta para vetorização baseada em X Window ,1992
50,Um sistema de banco de dados de imagens para auxílio ao processo de conservação e restauração de documentos históricos ,1992
51,SCANLINE: um módulo para visualização de imagens foto-realistas ,1992
52,ArMa – GAPP: estudo e aplicação de arquiteturas matriciais ,1992
53,Visualização e simulação de um problema físico baseadas em modelagem física com o uso da animação por computador ,1992
54,Tratamento de dados em escalas e projeções diferentes em sistemas de informações geográficas ,1992
55,ANIMAL – um sistema para animações tridimensionais ,1992
56,Animação de corpos rígidos e tratamento de colisões utilizando análise dinâmica ,1992
57,NAG – Núcleo para Ambiente Gráfico: sistema de janelas e toolkit para visualização e manipulação de imagens ,1992
