id,id_paper,reference
0,5,"I. Goodfellow, Nips 2016 tutorial: Generative adversarial networks, 12 2016."
1,5,"I. Goodfellow, J. Pouget-Abadie, M. Mirza, B. Xu, D. Warde-Farley, S. Ozair, et al., ""Generative adversarial nets"", Advances in Neural Information Processing Systems 27, pp. 2672-2680, 2014."
2,5,"H. Zhang, Z. Zhang, A. Odena and H. Lee, ""Consistency regularization for generative adversarial networks"", International Conference on Learning Representations – to appear, 2020."
3,5,"I. J. Goodfellow, J. Shlens and C. Szegedy, ""Explaining and harnessing adversarial examples"", CoRR, vol. abs/1412.6572, 2014."
4,5,"Y. Hong, U. Hwang, J. Yoo and S. Yoon, ""How generative adversarial networks and their variants work"", ACM Computing Surveys, vol. 52, no. 1, pp. 1-43, 2019."
5,5,"J. H. Lim and J. C. Ye, Geometric gan, 2017."
6,5,"M. Arjovsky, S. Chintala and L. Bottou, ""Wasserstein generative adversarial networks"", International Conference on Machine Learning, vol. 70, pp. 214-223, 2017."
7,5,"L. Castrejon, N. Ballas and A. C. Courville, ""Improved conditional vrnns for video prediction"", 2019 IEEE/CVF International Conference on Computer Vision, pp. 7607-7616, 2019."
8,5,"L. Metz, B. Poole, D. Pfau and J. Sohl-Dickstein, ""Unrolled generative adversarial networks"", International Conference on Learning Representations, 2017."
9,5,"A. Radford, L. Metz and S. Chintala, ""Unsupervised representation learning with deep convolutional generative adversarial networks"", International Conference on Learning Representations, 2016."
10,5,"T. Karras, T. Aila, S. Laine and J. Lehtinen, ""Progressive growing of GANs for improved quality stability and variation"", International Conference on Learning Representations, 2018."
11,5,"Y. Li, N. Xiao and W. Ouyang, ""Improved boundary equilibrium generative adversarial networks"", IEEE Access, vol. 6, pp. 11 342-11 348, 2018."
12,5,"A. Ghosh, V. Kulharia, V. P. Namboodiri, P. H. S. Torr and P. K. Dokania, ""Multi-agent diverse generative adversarial networks"", Conference on Computer Vision and Pattern Recognition, pp. 8513-8521, 2018."
13,5,"Q. Hoang, T. D. Nguyen, T. Le and D. Q. Phung, ""MGAN: training generative adversarial nets with multiple generators"", International Conference on Learning Representations, 2018."
14,5,"Y. Sun, S. Wang, T.-Y. Hsieh, X. Tang and V. Honavar, ""Megan: A generative adversarial network for multi-view network embedding"", Proceedings of the Twenty-Eighth International Joint Conference on Artificial Intelligence IJCAI-19, pp. 3527-3533, 7 2019, [online] Available: https://doi.org/10.24963/ijcai.2019/489."
15,5,"T. Miyato, T. Kataoka, M. Koyama and Y. Yoshida, ""Spectral normalization for generative adversarial networks"", International Conference on Learning Representations, 2018."
16,5,"H. Zhang, I. Goodfellow, D. Metaxas and A. Odena, ""Self-attention generative adversarial networks"", International Conference on Machine Learning, vol. 97, pp. 7354-7363, 2019."
17,5,"Q. Mao, H. Lee, H. Tseng, S. Ma and M. Yang, ""Mode seeking generative adversarial networks for diverse image synthesis"", IEEE Conference on Computer Vision and Pattern Recognition, pp. 1429-1437, 2019."
